Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
6124,nan,"Referral Hospital/Samuhik Aarogya Kendra, Barvada",CHC Barvada,Public/ Government,Community Health Centre,Allopathic,"Referral Hospital/Samuhik Aarogya Kendra, Barvada",Gujarat,Ahmedabad,0,382450,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6125,nan,"Referral Hospital/Samuhik Aarogya Kendra, Bavla",CHC Bavla,Public/ Government,Community Health Centre,Allopathic,"Referral Hospital/Samuhik Aarogya Kendra, Bavla",Gujarat,Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6126,nan,"Nr.Manikrupa School, I.O.C.Road, Chadkheda",CHC Chandkheda,Public/ Government,Community Health Centre,Allopathic,"Nr.Manikrupa School, I.O.C.Road, Chadkheda",Gujarat,Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6127,nan,At Po.Detroj,CHC Detroj,Public/ Government,Community Health Centre,Allopathic,At Po.Detroj,Gujarat,Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6128,nan,"Referral Hospital/Samuhik Aarogya Kendra, Dhandhuka",CHC Dhandhuka,Public/ Government,Community Health Centre,Allopathic,"Referral Hospital/Samuhik Aarogya Kendra, Dhandhuka",Gujarat,Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6129,nan,"Opposite Minaben Tower, Dholka, Ahmedabad",CHC Dholka,Public/ Government,Community Health Centre,Allopathic,"Opposite Minaben Tower, Dholka",Gujarat,Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6130,"23.2890617, 71.9157475","Referral Hospital/Samuhik Aarogya Kendra, Mandal",CHC Mandal,Public/ Government,Community Health Centre,Allopathic,"Referral Hospital/Samuhik Aarogya Kendra, Mandal",Gujarat,Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6131,nan,"Referral Hospital/Samuhik Aarogya Kendra, Bavla",CHC Ranpur,Public/ Government,Community Health Centre,Allopathic,"Referral Hospital/Samuhik Aarogya Kendra, Bavla",Gujarat,Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6132,nan,"Referral Hospital/Samuhik Aarogya Kendra, Singarva, Ahmedabad",CHC Sanand,Public/ Government,Community Health Centre,Allopathic,"Referral Hospital/Samuhik Aarogya Kendra, Singarva",Gujarat,Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6133,"22.9785129, 72.5000051","Opp ITI, Sarkhej Gam, Sarkhej",CHC Sarkhej,Public/ Government,Community Health Centre,Allopathic,"Opp ITI, Sarkhej Gam, Sarkhej",Gujarat,Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6134,nan,"Referral Hospital/Samuhik Aarogya Kendra, Singarva",CHC Singarva,Public/ Government,Community Health Centre,Allopathic,"Referral Hospital/Samuhik Aarogya Kendra, Singarva",Gujarat,Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6135,"23.1278572, 72.0466849","Referral Hospital/Samuhik Aarogya Kendra, Viramgam",CHC Viramgam,Public/ Government,Community Health Centre,Allopathic,"Referral Hospital/Samuhik Aarogya Kendra, Viramgam",Gujarat,Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.rsby.gov.in/Districtwise.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6136,nan,Opp Dr Udani Hospitalmahuva Road At-Savarkundala,Akshar Hospital and Icu,0,0,0,Opp Dr Udani Hospitalmahuva Road At-Savarkundala,Gujarat,Amreli,0,364515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6137,nan,Opp Dr Udani Hospitalmahuva Road At-Savarkundala,Dr Mahendra D Shaniswaras Medical Nursing Home,0,0,0,Opp Dr Udani Hospitalmahuva Road At-Savarkundala,Gujarat,Amreli,0,364515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6138,nan,Mahuva Road At Savarkundla,Raythatha Surgical Hospital,0,0,0,Mahuva Road At Savarkundla,Gujarat,Amreli,0,364515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6139,"23.0363111, 72.5325295",Doctor House Ramdarshan Complex Opp K.K Hospital At-Savarkundla,Shivam Orthopaedic and Gynec Hospital,0,0,0,Doctor House Ramdarshan Complex Opp K.K Hospital At-Savarkundla,Gujarat,Amreli,0,364515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6140,nan,Khadkala P.O.,Shradhha Hospital,0,0,0,Khadkala P.O.,Gujarat,Amreli,0,364521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6141,nan,"1St Floor,Liliya Road",Harikrishna Childran Hospital,0,0,0,"1St Floor,Liliya Road",Gujarat,Amreli,0,365440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6142,nan,"Hospital Road,Bagasara",Ishvaram Surgical Hospital,0,0,0,"Hospital Road,Bagasara",Gujarat,Amreli,0,365440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6143,nan,"Hospital Road,Bagasara",S G Kamaliya Mamorial Hospital,0,0,0,"Hospital Road,Bagasara",Gujarat,Amreli,0,365440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6144,"21.4866885, 70.9526776","1St Floor,Tulshi Complex,Near Taluka School, Bagasara",Sujal Hospital and Icu,0,0,0,"1St Floor,Tulshi Complex,Near Taluka School, Bagasara",Gujarat,Amreli,0,365440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6145,nan,White House Second Floor Opposite S.T. Depot,Badhiya Dental Clinic,0,0,0,White House Second Floor Opposite S.T. Depot,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6146,"21.6027244, 71.2229678","Opposite S. T. Bus Depot, Nr. Dr. Patoliya Hospital",Dave Orthopaedic Hospital,0,0,0,"Opposite S. T. Bus Depot, Nr. Dr. Patoliya Hospital",Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,2546 91 95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6147,"21.6083229, 71.2207952","College Road,Behind Civil Hospital",Doctor House,0,0,0,"College Road,Behind Civil Hospital",Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6148,nan,Opposite S.T. Depot,Dr. Patolia Surgical and Maternity Hospital,0,0,0,Opposite S.T. Depot,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6149,nan,0,Dr. Pradeep B. Patel,0,0,0,,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6150,nan,"Doctor House, College Road",Dr. R. D. Ghodasara Hospital,0,0,0,"Doctor House, College Road",Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6151,"21.6028877, 71.222945",Opposite St Depot,Jivandhara Hospital,0,0,0,Opposite St Depot,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6152,nan,"""Ishavasyam"" Nr. S.T. Depot",Kanabar Surgical Hospital and Maternity Home,0,0,0,"""Ishavasyam"" Nr. S.T. Depot",Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6153,"21.5991383, 71.2173486",Liliya Road,Madhav Orthopaedic Hospital,0,0,0,Liliya Road,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6154,nan,Nr - Krishna Petrol Pump Manekpara Station Road,Madhvan Surgical Hospital and Prasutigruh,0,0,0,Nr - Krishna Petrol Pump Manekpara Station Road,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6155,"21.6149573, 71.2203205",(Radhika General Hospital) Chittal Road,Netra Chikitsa Trust,0,0,0,(Radhika General Hospital) Chittal Road,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6156,nan,Sanjivani Complexstation Road,Om Ent Hospital,0,0,0,Sanjivani Complexstation Road,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6157,"21.6038154, 71.223743",White House Second Floor Opposite S.T. Depot,Om Sanjivni Surgical Hospital,0,0,0,White House Second Floor Opposite S.T. Depot,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6158,nan,Opera House Opp - Krishna Petrol Pump Station Road,Ramanuj Surgical Hospital,0,0,0,Opera House Opp - Krishna Petrol Pump Station Road,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6159,nan,Chital Road,Satellite Orthopaedic Hospital and Research Centre,0,0,0,Chital Road,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,"223316, 228904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6160,"21.600869, 71.2239267","Keriya Road,Near Railway Crossing",Shree Ragvendra Multispeciality Hospital,0,0,0,"Keriya Road,Near Railway Crossing",Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6161,nan,Opp - St Station Nr - Atul Book Store,Shubham Hospital,0,0,0,Opp - St Station Nr - Atul Book Store,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6162,nan,Manekpara,Sojitra Surgical Hospita and Prasuti Gruh,0,0,0,Manekpara,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6163,"21.600603, 71.2185514","Bhagvati Chowk, Manekpara",Sudershan Netralaya,0,0,0,"Bhagvati Chowk, Manekpara",Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6164,nan,Near S T Bus Depotb/H Brahmin Boarding,Vaghasia Orthopaedic Hospital,0,0,0,Near S T Bus Depotb/H Brahmin Boarding,Gujarat,Amreli,0,365601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6165,nan,At - Chalala Ta - Dhari,M.N.G. Eye Hospital Pujya Shree Dan Maharajni Jagya Organised,0,0,0,At - Chalala Ta - Dhari,Gujarat,Amreli,0,365630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,480
6166,nan,"Ground Floor 1 and 2,\nMaruti Saday, Near Indira Gandhi Statue,\nLambhvel Road, Anand","Centre For Sight, Anand",Private,Hospital,Allopathic,"Ground Floor 1 and 2, Maruti Saday, Near Indira Gandhi Statue, Lambhvel Road",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,,,http://www.centreforsight.net/,Eye Care,0,,,,,,,,,,,,,,,0,,,,,,24,0
6167,"22.5394237, 72.8907332","Charutar Arogya Mandal, Gokalnagar, P.O.Karmsad Karamsad",Pramukhswami Medical College,Public/ Government,Hospital,Allopathic,"Charutar Arogya Mandal, Gokalnagar, P.O.Karmsad Karamsad",Gujarat,Anand,0,388325,0,0,0,0,0,0,0,0,0,,,http://www.charutarhealth.org/institute/about/pramukhswami-medical-college,,0,,,,,,,,,,,,,,,0,,,,,,24,0
6168,"22.533745, 72.7184274",Sojitra,C. C. Patel Sarvajanik Hospital,0,0,0,Sojitra,Gujarat,Anand,0,387240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6169,"22.5425241, 72.7179909",Sojitra,CHC -Sojitra,0,0,0,Sojitra,Gujarat,Anand,0,387240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6170,nan,"Changa Malataj Road, Tal. Sojitra, rict",The Healthy Ways,0,0,0,"Changa Malataj Road, Tal. Sojitra, rict",Gujarat,Anand,0,387240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6171,"22.5561349, 72.9630596","Opposite Arya Samaj Shopping Centre, Ishwar Petlikar Marg",Aagam Hospital,0,0,0,"Opposite Arya Samaj Shopping Centre, Ishwar Petlikar Marg",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6172,"22.5608956, 72.9596284","Rajdeep Complex, Bhalej Road",Adarsh Hospital,0,0,0,"Rajdeep Complex, Bhalej Road",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6173,nan,"Dr. Cook Road, Opposite Old D. S. P. Office, Nr. Shastri Baug",Akshaydeep Hospital and Maternity Home,0,0,0,"Dr. Cook Road, Opposite Old D. S. P. Office, Nr. Shastri Baug",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6174,nan,"Mahavir Chowk, Nr. Sanjivani Hospital, Vadodara",Amardeep Eye Hospital,0,0,0,"Mahavir Chowk, Nr. Sanjivani Hospital, Vadodara",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6175,"22.5610603, 72.9613464","Mahavir Chowk, Nr Sanjivani Hospital, Mahvir Marg",Amardeep Maternity Nursing Home,0,0,0,"Mahavir Chowk, Nr Sanjivani Hospital, Mahvir Marg",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6176,"22.5567689, 72.9582457","Near Overbridge,Indira Gandhi Marg,Opposite Police Station",Amit Hospital,0,0,0,"Near Overbridge,Indira Gandhi Marg,Opposite Police Station",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6177,nan,"Near Over Brigde, Bhalej Road, Beside Shah Petrol Pump",Anand Orthopaedic Hospital,0,0,0,"Near Over Brigde, Bhalej Road, Beside Shah Petrol Pump",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6178,nan,"K.D.C.C. Bank Building, Station Road",Anuj Clinic,0,0,0,"K.D.C.C. Bank Building, Station Road",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6179,"22.5569733, 72.9652919",Shubhlaxmi Shopping Centre Near Old Petrol Pump,Apara Nursing Home,0,0,0,Shubhlaxmi Shopping Centre Near Old Petrol Pump,Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6180,nan,Near Charotar Bank Subhash Road,Arpan Hospital Heart Care Centte Icu,0,0,0,Near Charotar Bank Subhash Road,Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6181,"22.5553143, 72.9611827",Station Road,Arpita Nursing Home,0,0,0,Station Road,Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6182,nan,"Nr. Community Hall, Off Bhalej Road,Anand, Vadodara",Ashwini Medical Centre,0,0,0,"Nr. Community Hall, Off Bhalej Road,Anand, Vadodara",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6183,nan,"Opposite Old D.S.P. Office, Dr. Cook Road",Astha Surgical Hospital,0,0,0,"Opposite Old D.S.P. Office, Dr. Cook Road",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6184,nan,"Near Pioneer High School,Opposite Pappu Centre, Vendor Crossing,Maharshi Dayanand Marg",Aum Hospital and I C U - Anand,0,0,0,"Near Pioneer High School,Opposite Pappu Centre, Vendor Crossing ,Maharshi Dayanand Marg",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0233  2372845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6185,nan,Bhalej Road,B N Patel Institute Of Paramedical And Science,0,0,0,Bhalej Road,Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6186,nan,"OppositeArya Samaj Shopping Centre,Ishwwar Petlikar Marg",Chandan Hospital,0,0,0,"OppositeArya Samaj Shopping Centre,Ishwwar Petlikar Marg",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6187,"22.562118, 72.9593776","Jain Society, Opposite Shah Petrol Pump, Bhlej Road","Charutar Burns, Plastic Surgery and Eye Hospital",0,0,0,"Jain Society, Opposite Shah Petrol Pump, Bhlej Road",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6188,nan,Krishna Road,Chetana Hospital,0,0,0,Krishna Road,Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6189,nan,"First Floor, Shubhlaxmi Shopping Centre, Station Road",Chirag Hospital,0,0,0,"First Floor, Shubhlaxmi Shopping Centre, Station Road",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6190,"22.5613315, 72.9631072",Mahavir Marg,Dattu Hospital,0,0,0,Mahavir Marg,Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6191,"22.4135398, 72.8985616",Bhalej Road,Deep Hospital,0,0,0,Bhalej Road,Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,244944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6192,nan,"Nr. Shtanakvasi Jain Upashray, Mahavir Chowk",Dr. Dhruvpal Sisodia Ortho and Eye Care Hospital,0,0,0,"Nr. Shtanakvasi Jain Upashray, Mahavir Chowk",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6193,"22.7747249, 73.6126484","Opposite C P College, Bhalej Road",Dr. Mahendra Shahs Hospital,0,0,0,"Opposite C P College, Bhalej Road",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6194,"22.5572328, 72.9650478","Shubhlaxmi Shopping Centre, Station Road",Eisha Ent Surgical Hospital and Laser Centre,0,0,0,"Shubhlaxmi Shopping Centre, Station Road",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6195,nan,"2Nd Floor, Above Dr. Mannari`S Hospital,B /H. Punjab Bank,Naya Padkar Lane",Garima Maternity Home and Children Hospital,0,0,0,"2Nd Floor, Above Dr. Mannari`S Hospital,B /H. Punjab Bank,Naya Padkar Lane",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6196,nan,Mahavir Marg,Gauri Nursing Home and Maternity Hospital,0,0,0,Mahavir Marg,Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6197,"22.5556789, 72.9630334","Ishwar Patlikar Road, B/H. Kasturba Kanya Vidyalay,Gopal Talkies Crossing",Gokul Children Hospital,0,0,0,"Ishwar Patlikar Road, B/H. Kasturba Kanya Vidyalay,Gopal Talkies Crossing",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6198,nan,"Parimal Society, Bhalej Road,Anand",Jayna Womens Hospital and Advanced Endoscopic Surge,0,0,0,"Parimal Society, Bhalej Road,Anand",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6199,"22.5582588, 72.9638073","C. K. House, Near Gpo, J. P. Road",Jethwa Eye Hospital and Laser Centre and Laser Centre,0,0,0,"C. K. House, Near Gpo, J. P. Road",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,02692  240654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6200,nan,"Station Road, Vadodara",Jiwandeep Hospital,0,0,0,"Station Road, Vadodara",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6201,nan,Station Road,Kaival Hospital,0,0,0,Station Road,Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6202,"22.5562221, 72.9633976","Commerce Centre, Opposite Bavaji Nivas, Gopal Talkies Cross Road, Station Road",Khushboo Ent Surgical Hospital,0,0,0,"Commerce Centre, Opposite Bavaji Nivas, Gopal Talkies Cross Road, Station Road",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6203,nan,"310, Sanket Complex, Above Hdfc Bank, Near Grid",Kiran Eye Clinic,0,0,0,"310, Sanket Complex, Above Hdfc Bank, Near Grid",Gujarat,Anand,0,388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
